БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса,Плановая рентабельность
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",02.05.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.240,"1,623.10",1 250.19,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",05.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,47.200,"57,668.80",1 166.95,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",09.06.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,18.500,"24,918.47",1 286.48,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",06.05.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,0.195,"5,923.60",29 013.81,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",03.06.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,16.760,"16,820.89",958.58,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",23.10.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1039816,Брус-1-хвойный-50х100,КубичМетр,1.556,"47,250.02",29 003.19,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",11.07.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.000,"1,136.76",1 085.73,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",14.10.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,2.000,"2,040.21",974.31,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",13.02.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,3.000,"62,466.73",19 887.53,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",27.11.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,22.000,"309,484.82",13 436.00,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.04.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070505,Доска-1-хвойная-40 (необрезная),КубичМетр,1.000,"1,354.65",1 293.84,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.08.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,3.000,"3,130.23",996.57,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",24.01.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,0.366,392.49,1 024.23,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",11.06.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10060577,Доска-1-хвойная-30х100 6000мм,КубичМетр,0.634,792.53,1 193.93,4.7
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",25.12.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1070507,Доска-2-хвойная-40 (необрезная),КубичМетр,14.000,"18,334.23",1 250.80,4.7
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",09.07.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,4.995,"61,521.23",11 763.67,4.7
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",04.09.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,17.400,"516,713.28",28 363.10,4.7
1244,"ООО ""РН-Бурение""","Пыть-Ях, Магистральная ул., 90, Ханты-Мансийский автономный округ, Россия",28.01.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,6.900,"150,424.23",20 821.98,4.7
1244,"ООО ""РН-Бурение""","Ханты-Мансийск, ул. Свободы 1, Ханты-Мансийский автономный округ – Югра, Россия",04.07.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр,5.000,"145,708.53",27 833.53,4.7
