БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Стоимость запасов,Цена запаса
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",28.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10517280,Доска-2-сосна-50х50,КубичМетр,7.360,"7,110.72",966.13
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",26.02.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1104513,Доска-2-лиственница-40х150 (обрезная),КубичМетр,1.080,"1,302.61",1 206.12
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",13.02.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1304045,Доска-1-осина-50х150 (обрезная),КубичМетр,7.200,"8,877.10",1 232.93
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",06.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1304045,Доска-1-осина-50х150 (обрезная),КубичМетр,3.210,"3,559.41",1 108.85
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",08.01.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10148495,Доска-2-сосна-100х100,КубичМетр,4.400,"4,644.07",1 055.47
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",03.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10220419,Доска-1-сосна-25х150,КубичМетр,1.845,"2,158.59",1 169.97
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",13.05.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10517280,Доска-2-сосна-50х50,КубичМетр,8.640,"8,574.08",992.37
1232,"AO ""ВЧНГ""","Катангский Район, Участок Инаригда, Иркутская Область, Россия",21.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10220419,Доска-1-сосна-25х150,КубичМетр,7.980,"8,157.71",1 022.27
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",11.03.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,1 018.000,"996,398.04",978.78
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",24.05.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,4 220.000,"5,316,735.80",1 259.89
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",27.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,10 357.000,"11,696,263.67",1 129.31
1745,"АО ""Тюменнефтегаз""","Ханты-Мансийск, Россия",21.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1494556,Доска-1-хвойная-28х145 (3000мм),Штука,1 640.000,"1,518,689.20",926.03
1746,"ООО ""РН-Уватнефтегаз""","Куст № 50 Мыхпайского месторождения, Ханты-Мансийский Автономный округ, Россия",01.10.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.000,"264,674.30",26 467.43
1746,"ООО ""РН-Уватнефтегаз""","Куст № 50 Мыхпайского месторождения, Ханты-Мансийский Автономный округ, Россия",10.08.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,2.000,"36,328.26",18 164.13
1746,"ООО ""РН-Уватнефтегаз""","Куст № 50 Мыхпайского месторождения, Ханты-Мансийский Автономный округ, Россия",05.05.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр,8.000,"132,091.36",16 511.42
1746,"ООО ""РН-Уватнефтегаз""","Кальчинское нефтегазоконденсатное месторождение, Тюменская область,  Россия",17.07.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,10.040,"128,577.96",12 806.57
1746,"ООО ""РН-Уватнефтегаз""","Кальчинское нефтегазоконденсатное месторождение, Тюменская область,  Россия",10.06.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1168375,Доска-3-хвойная-50х100,КубичМетр,3.730,"4,665.26",1 250.74
1746,"ООО ""РН-Уватнефтегаз""","Кальчинское нефтегазоконденсатное месторождение, Тюменская область,  Россия",21.06.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр,7.920,"158,330.30",19 991.20
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",26.01.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,0.200,197.73,988.66
1746,"ООО ""РН-Уватнефтегаз""","посёлок Туртас, Уватский муниципальный округ, Школьная улица, Тюменская область, Россия",06.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047320,Доска-2-хвойная-25х150,КубичМетр,4.180,"4,888.01",1 169.38
